,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,apin,decane,toluene,C=C (non-aromatic),C=C-C=O in non-aromatic ring,hydroxyl (alkyl),aldehyde,ketone,carboxylic acid,ester,ether (alicyclic),nitrate,nitro,aromatic hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester
2080,207.074287136,27,7,6,1,1,94.0,40.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2081,219.00151612,20,6,8,1,2,4.0,1.0,0,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0
2082,232.980780676,19,6,9,1,1,1.0,1.0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,1,0,0
2083,297.992073632,26,6,12,2,3,50.0,16.0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,0
2084,266.98625998000006,23,6,11,1,2,109.0,21.0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0
2085,210.001181772,20,5,9,0,3,158.0,31.0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0
2086,252.01174645600005,25,7,10,0,4,623.0,1.0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0
2087,296.012809076,28,7,11,2,2,294.0,8.0,0,0,1,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0
2088,312.044109204,33,8,11,2,1,137.0,40.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2089,207.037901628,23,6,7,1,2,205.0,40.0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
2090,312.007723696,29,7,12,2,2,242.0,40.0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0
2091,267.05903099600005,31,8,9,1,3,169.0,40.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
2092,283.017560108,28,7,11,1,3,206.0,8.0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0
2093,222.110338296,33,9,6,0,3,304.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2094,298.02845914,30,7,11,2,1,125.0,40.0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0
2095,228.011746456,23,5,10,0,4,352.0,6.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
2096,210.001181772,20,5,9,0,4,354.0,21.0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0
2097,359.99246755599995,32,7,15,2,4,171.0,22.0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,1,1,0,0
2098,246.99643074,22,7,9,1,3,82.0,40.0,0,0,1,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0
2099,264.059365344,30,8,8,2,0,43.0,40.0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
2100,180.02700259600002,20,5,7,0,3,161.0,5.0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0
2101,194.006267152,19,5,8,0,2,55.0,25.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2102,345.97681749199995,29,6,15,2,3,357.0,40.0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0
2103,370.0495885079999,39,10,13,2,2,502.0,40.0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0
2104,316.039023824,33,7,12,2,2,268.0,40.0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0
2105,270.98117460000003,23,5,12,1,2,95.0,37.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
2106,237.012080804,23,6,9,1,2,153.0,40.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0
2107,263.02773086800005,27,8,9,1,1,129.0,40.0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
2108,315.966252808,25,5,14,2,1,111.0,40.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0
2109,281.001910044,26,7,11,1,3,733.0,40.0,0,0,1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,0
2110,345.9768174919999,29,6,15,2,3,442.0,31.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0
2111,254.0386299,27,6,9,2,1,113.0,40.0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0
2112,204.027002596,22,7,7,0,3,99.0,19.0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
2113,240.011746456,24,6,10,0,5,645.0,1.0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0
2114,220.021917216,23,7,8,0,3,80.0,3.0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0
2115,265.006995424,25,7,10,1,3,251.0,15.0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1
2116,194.006267152,19,5,8,0,3,116.0,9.0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
2117,325.986988252,28,7,13,2,1,163.0,40.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0
2118,146.0579088,20,6,4,0,1,7.0,3.0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
2119,238.99134536000005,21,5,10,1,2,140.0,35.0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0
2120,281.001910044,26,7,11,1,2,31.0,3.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2121,312.0077236959999,29,7,12,2,2,116.0,40.0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0
2122,234.99643074,21,6,9,1,2,9.0,3.0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0
2123,269.00191004400006,25,6,11,1,4,72.0,33.0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0
2124,236.016831836,24,7,9,0,4,112.0,2.0,0,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0
2125,222.146723804,37,10,5,0,3,376.0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2126,283.01756010800005,28,7,11,1,3,288.0,17.0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,1,1,0,0
2127,255.981508948,21,4,11,2,2,103.0,25.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
2128,265.006995424,25,7,10,1,2,182.0,40.0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0
2129,132.005873228,13,4,5,0,2,20.0,8.0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2130,354.0546738879999,38,10,12,2,3,464.0,38.0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,0
2131,296.996824664,27,7,12,1,3,413.0,40.0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0
2132,368.0339384439999,37,10,13,2,1,296.0,40.0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0
2133,222.03756728,25,7,8,0,4,340.0,21.0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0
2134,196.021917216,21,5,8,0,3,613.0,40.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
2135,293.997159012,26,7,11,2,1,175.0,37.0,0,0,1,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0
2136,269.00191004400006,25,6,11,1,2,418.0,40.0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0
2137,311.97133818799995,25,6,13,2,2,144.0,40.0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,1,0
2138,254.98625998,22,5,11,1,3,248.0,32.0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0
2139,307.976423568,25,7,12,2,1,73.0,26.0,0,0,1,1,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0
2140,208.021917216,22,6,8,0,2,212.0,40.0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
2141,269.00191004400006,25,6,11,1,4,387.0,3.0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,0,2,0,0
2142,266.98625998,23,6,11,1,1,53.0,25.0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0
2143,284.996824664,26,6,12,1,4,327.0,3.0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0
2144,190.011352532,19,6,7,0,3,94.0,2.0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
2145,269.001910044,25,6,11,1,3,575.0,40.0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0
2146,220.13107374,35,10,5,0,3,472.0,40.0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0
2147,322.064844648,36,10,10,2,1,57.0,40.0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0
2148,195.00151612,18,4,8,1,2,115.0,37.0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
2149,357.9768174919999,30,7,15,2,4,283.0,2.0,0,0,1,0,0,3,1,0,1,0,0,0,1,0,1,1,0,0,0
2150,178.01135253200002,18,5,7,0,2,57.0,10.0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
2151,264.97060991600006,21,6,11,1,1,35.0,27.0,0,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0
2152,267.981508948,22,5,11,2,0,9.0,9.0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0
2153,313.986988252,27,6,13,2,3,303.0,40.0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
2154,237.012080804,23,6,9,1,3,196.0,16.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
2155,254.02739652,27,7,10,0,5,500.0,25.0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0
2156,234.001181772,22,7,9,0,3,48.0,2.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
2157,222.99643074,20,5,9,1,3,83.0,4.0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
2158,368.0339384439999,37,10,13,2,1,105.0,40.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0
2159,282.03354452,29,7,10,2,2,177.0,40.0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
2160,280.12705098000004,39,10,7,2,1,165.0,40.0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
2161,194.079038168,27,7,6,0,3,135.0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2162,281.001910044,26,7,11,1,3,79.0,13.0,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,0
2163,222.001181772,21,6,9,0,2,270.0,40.0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
2164,306.069930028,35,10,9,2,1,58.0,40.0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
2165,341.9819028719999,29,7,14,2,2,248.0,40.0,0,0,1,0,0,1,0,1,0,2,0,2,0,0,0,0,0,1,0
2166,237.012080804,23,6,9,1,2,235.0,40.0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0
2167,252.01174645600005,25,7,10,0,4,425.0,7.0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
2168,326.096144776,40,10,10,2,2,325.0,40.0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0
2169,208.021917216,22,6,8,0,3,91.0,23.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0
2170,269.997159012,24,5,11,2,2,154.0,40.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
2171,287.01247472800003,28,6,12,1,3,739.0,9.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0
2172,325.98698825199995,28,7,13,2,2,44.0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0
2173,246.99643074,22,7,9,1,1,109.0,40.0,0,0,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0
2174,357.97681749199995,30,7,15,2,2,465.0,29.0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,1,0,0,0
2175,368.033938444,37,10,13,2,1,298.0,40.0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,1,0,0
2176,296.996824664,27,7,12,1,3,153.0,5.0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
2177,310.02845914,31,8,11,2,1,348.0,40.0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0
2178,296.99682466400003,27,7,12,1,3,293.0,16.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2,0,0
2179,254.98625998000003,22,5,11,1,3,115.0,10.0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0
2180,249.08485182,32,9,7,1,1,90.0,40.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
2181,309.9920736319999,27,7,12,2,2,262.0,40.0,0,0,1,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0
2182,219.00151612,20,6,8,1,2,80.0,22.0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0
2183,253.006995424,24,6,10,1,2,156.0,32.0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,0
2184,220.021917216,23,7,8,0,3,659.0,10.0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,0,0
2185,343.9611674279999,27,6,15,2,2,146.0,40.0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,0
2186,174.016437912,18,6,6,0,2,23.0,13.0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2187,373.9717321119999,31,7,16,2,2,224.0,40.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
2188,296.012809076,28,7,11,2,2,305.0,40.0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0
2189,284.99682466400003,26,6,12,1,3,687.0,40.0,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0
2190,329.9819028719999,28,6,14,2,2,358.0,40.0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0
2191,359.9924675559999,32,7,15,2,2,441.0,40.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0
2192,309.06959568,36,10,10,1,2,672.0,40.0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0
2193,174.016437912,18,6,6,0,2,24.0,12.0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
2194,222.04880066,25,6,7,2,0,12.0,12.0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
2195,219.00151612,20,6,8,1,0,8.0,8.0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0
2196,299.048860236,33,8,11,1,3,750.0,40.0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0
2197,300.007723696,28,6,12,2,3,309.0,37.0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,1,1,0,0
2198,312.044109204,33,8,11,2,1,199.0,40.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
2199,291.059030996,33,10,9,1,1,86.0,40.0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
2200,314.02337376,31,7,12,2,2,131.0,40.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
2201,224.016831836,23,6,9,0,4,438.0,40.0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0
2202,219.985531708,19,6,9,0,2,122.0,14.0,0,0,1,0,0,1,2,2,1,0,0,0,0,0,0,1,0,0,0
2203,269.997159012,24,5,11,2,1,21.0,11.0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0
2204,250.99134536,22,6,10,1,1,62.0,40.0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0
2205,222.99643074,20,5,9,1,3,105.0,15.0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0
2206,309.992073632,27,7,12,2,2,178.0,30.0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,0
2207,325.98698825199995,28,7,13,2,2,543.0,40.0,0,0,1,0,0,0,0,2,1,1,0,1,1,0,0,0,1,0,0
2208,160.000787848,15,5,6,0,1,11.0,5.0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
2209,238.99134536000005,21,5,10,1,3,187.0,40.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0
2210,281.001910044,26,7,11,1,3,172.0,7.0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
2211,313.986988252,27,6,13,2,2,296.0,40.0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,1,1,0,0
2212,246.073952788,31,10,7,0,3,607.0,40.0,1,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
2213,325.98698825199995,28,7,13,2,1,115.0,40.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0
2214,331.96116742799995,26,5,15,2,2,270.0,15.0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
2215,162.016437912,17,5,6,0,3,26.0,3.0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2216,331.997552936,30,6,14,2,3,367.0,40.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0
2217,222.073952788,29,8,7,0,3,126.0,17.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
2218,210.99643074,19,4,9,1,2,130.0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2219,236.016831836,24,7,9,0,3,563.0,12.0,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0
2220,269.00191004400006,25,6,11,1,3,609.0,40.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1
2221,238.0324819,26,7,9,0,4,635.0,12.0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0
2222,218.006267152,21,7,8,0,2,20.0,3.0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0
2223,195.037901628,22,5,7,1,2,155.0,40.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
2224,308.049194584,33,9,10,2,1,44.0,11.0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0
2225,279.05903099600005,32,9,9,1,2,115.0,40.0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0
2226,282.9811746,24,6,12,1,2,271.0,40.0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
2227,312.991739284,28,7,13,1,3,123.0,14.0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0
2228,235.032816248,25,7,8,1,3,123.0,5.0,0,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0
2229,295.053945616,33,9,10,1,2,628.0,40.0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0
2230,343.96116742799995,27,6,15,2,2,324.0,40.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0
2231,206.006267152,20,6,8,0,3,100.0,21.0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0
2232,218.079038168,29,9,6,0,2,31.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2233,146.021523292,16,5,5,0,1,9.0,8.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
2234,190.011352532,19,6,7,0,2,99.0,35.0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0
2235,281.00191004400006,26,7,11,1,2,275.0,32.0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
2236,300.991739284,27,6,13,1,3,178.0,16.0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0
2237,246.99643074,22,7,9,1,2,100.0,40.0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0
2238,231.110672644,33,10,5,1,1,7.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2239,281.997159012,25,6,11,2,2,227.0,40.0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0
2240,266.98625998,23,6,11,1,2,74.0,19.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0
2241,267.022645488,27,7,10,1,2,198.0,17.0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,1,1,0,0
2242,213.048466312,25,5,8,1,3,424.0,40.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0
2243,310.97608922,26,7,13,1,3,240.0,40.0,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,0,0,0,0
2244,267.05903099600005,31,8,9,1,3,584.0,40.0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0
2245,386.0445031279999,40,10,14,2,2,183.0,40.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0
2246,236.016831836,24,7,9,0,4,63.0,4.0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0
2247,312.04410920399994,33,8,11,2,2,603.0,40.0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0
2248,250.99134536000005,22,6,10,1,2,289.0,40.0,0,0,1,0,0,1,2,1,1,0,0,0,1,0,0,1,0,0,0
2249,206.006267152,20,6,8,0,3,42.0,13.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0
2250,142.06299418,20,7,3,0,1,31.0,21.0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2251,310.064844648,35,9,10,2,1,248.0,40.0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
2252,206.006267152,20,6,8,0,3,134.0,7.0,0,0,1,0,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0
2253,206.006267152,20,6,8,0,2,210.0,40.0,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0
2254,315.966252808,25,5,14,2,1,61.0,40.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0
2255,207.00151612,19,5,8,1,1,76.0,40.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
2256,267.022645488,27,7,10,1,3,286.0,18.0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0
2257,203.990617088,18,6,8,0,2,15.0,7.0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2258,224.016831836,23,6,9,0,3,228.0,40.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0
2259,282.03354452,29,7,10,2,2,103.0,40.0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0
2260,314.02337376,31,7,12,2,1,325.0,40.0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0
2261,283.01756010800005,28,7,11,1,2,465.0,40.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0
2262,234.99643074,21,6,9,1,2,90.0,40.0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0
2263,245.053551692,28,9,7,1,1,24.0,16.0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
2264,356.03393844399994,36,9,13,2,2,117.0,14.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2265,296.049194584,32,8,10,2,1,367.0,40.0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0
2266,314.02337376,31,7,12,2,2,343.0,40.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2267,228.011746456,23,5,10,0,4,952.0,13.0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,0
2268,299.01247472800003,29,7,12,1,3,272.0,21.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,2,0,0
2269,253.07976644,32,8,8,1,2,284.0,40.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
2270,221.017166184,22,6,8,1,3,185.0,40.0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0
2271,298.97608922,25,6,13,1,3,223.0,40.0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
2272,262.99134536,23,7,10,1,1,87.0,40.0,0,0,1,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0
2273,269.00191004400006,25,6,11,1,2,74.0,28.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2274,329.981902872,28,6,14,2,3,168.0,8.0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,1,1,0,0,0
2275,236.016831836,24,7,9,0,3,297.0,40.0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
2276,300.991739284,27,6,13,1,5,285.0,3.0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,0,1,1,0,0
2277,238.141638424,38,10,6,0,4,413.0,40.0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
2278,237.048466312,27,7,8,1,2,227.0,40.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
2279,295.053945616,33,9,10,1,2,334.0,40.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
2280,314.02337376,31,7,12,2,2,393.0,40.0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0
2281,247.105587264,34,10,6,1,1,164.0,40.0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0
2282,283.01756010800005,28,7,11,1,3,476.0,26.0,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,2,0,0
2283,249.996096392,23,7,10,0,2,414.0,40.0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,1,1,0,0
2284,253.006995424,24,6,10,1,2,153.0,38.0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0
2285,329.9819028719999,28,6,14,2,2,537.0,40.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1
2286,308.085580092,37,10,9,2,1,263.0,40.0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
2287,160.000787848,15,5,6,0,2,49.0,7.0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0
2288,298.02845914,30,7,11,2,2,307.0,40.0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0
2289,267.022645488,27,7,10,1,2,226.0,32.0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
